genotype	site	year	block	row	col	curated_name	value_curated	corrected_units	tree_id	coppice_year	coppice_number
BESC-265	cla	2015	1	35	9	diameter_at_breast_height	18.6	cm	cla_1_35_9	0	0
BESC-13	cla	2015	1	35	33	diameter_at_breast_height	9.600000000000001	cm	cla_1_35_33	0	0
GW-9854	cla	2015	1	35	34	diameter_at_breast_height	11	cm	cla_1_35_34	0	0
BESC-35	cla	2015	2	36	14	diameter_at_breast_height	16.2	cm	cla_2_36_14	0	0
BESC-13	cla	2015	2	39	29	diameter_at_breast_height	17.1	cm	cla_2_39_29	0	0
BESC-897	cla	2015	2	40	15	diameter_at_breast_height	19	cm	cla_2_40_15	0	0
BESC-833	cla	2015	2	42	16	diameter_at_breast_height	20.700000000000003	cm	cla_2_42_16	0	0
BESC-36	cla	2015	2	42	9	diameter_at_breast_height	13.8	cm	cla_2_42_9	0	0
BESC-841	cla	2015	2	43	26	diameter_at_breast_height	15.8	cm	cla_2_43_26	0	0
GW-9768	cla	2015	2	44	3	diameter_at_breast_height	14.5	cm	cla_2_44_3	0	0
GW-11026	cla	2015	2	47	9	diameter_at_breast_height	14.4	cm	cla_2_47_9	0	0
BESC-319	cla	2015	2	50	22	diameter_at_breast_height	20.1	cm	cla_2_50_22	0	0
BESC-119	cla	2015	2	50	15	diameter_at_breast_height	14.8	cm	cla_2_50_15	0	0
GW-9776	cla	2015	2	50	9	diameter_at_breast_height	19.200000000000003	cm	cla_2_50_9	0	0
BESC-388	cla	2015	2	50	4	diameter_at_breast_height	16.5	cm	cla_2_50_4	0	0
BESC-144	cla	2015	2	51	29	diameter_at_breast_height	24.5	cm	cla_2_51_29	0	0
SLMC-28-2	cla	2015	2	52	25	diameter_at_breast_height	11.200000000000001	cm	cla_2_52_25	0	0
BESC-2	cla	2015	2	52	12	diameter_at_breast_height	14.100000000000001	cm	cla_2_52_12	0	0
BESC-876	cla	2015	2	53	30	diameter_at_breast_height	22.6	cm	cla_2_53_30	0	0
BESC-351	cla	2015	2	54	28	diameter_at_breast_height	14.5	cm	cla_2_54_28	0	0
GW-9854	cla	2015	2	55	27	diameter_at_breast_height	11.100000000000001	cm	cla_2_55_27	0	0
BESC-131	cla	2015	2	57	31	diameter_at_breast_height	18.3	cm	cla_2_57_31	0	0
BESC-102	cla	2015	2	61	21	diameter_at_breast_height	15.5	cm	cla_2_61_21	0	0
BESC-265	cla	2015	2	61	22	diameter_at_breast_height	19.3	cm	cla_2_61_22	0	0
BESC-133	cla	2015	2	62	7	diameter_at_breast_height	16	cm	cla_2_62_7	0	0
BESC-145	cla	2015	2	65	33	diameter_at_breast_height	19.400000000000002	cm	cla_2_65_33	0	0
BESC-192	cla	2015	2	67	4	diameter_at_breast_height	18.1	cm	cla_2_67_4	0	0
BESC-265	cla	2015	3	71	34	diameter_at_breast_height	16.5	cm	cla_3_71_34	0	0
BESC-833	cla	2015	3	77	6	diameter_at_breast_height	19.1	cm	cla_3_77_6	0	0
GW-11026	cla	2015	3	78	17	diameter_at_breast_height	9.1	cm	cla_3_78_17	0	0
BESC-897	cla	2015	3	80	15	diameter_at_breast_height	8.6	cm	cla_3_80_15	0	0
BESC-841	cla	2015	3	83	30	diameter_at_breast_height	16.400000000000002	cm	cla_3_83_30	0	0
BESC-351	cla	2015	3	84	27	diameter_at_breast_height	16.6	cm	cla_3_84_27	0	0
BESC-319	cla	2015	3	84	20	diameter_at_breast_height	20.200000000000003	cm	cla_3_84_20	0	0
GW-9768	cla	2015	3	84	15	diameter_at_breast_height	14.700000000000001	cm	cla_3_84_15	0	0
BESC-13	cla	2015	3	85	26	diameter_at_breast_height	13.4	cm	cla_3_85_26	0	0
GW-9776	cla	2015	3	88	28	diameter_at_breast_height	18.1	cm	cla_3_88_28	0	0
BESC-388	cla	2015	3	88	3	diameter_at_breast_height	10	cm	cla_3_88_3	0	0
BESC-145	cla	2015	3	89	19	diameter_at_breast_height	15.5	cm	cla_3_89_19	0	0
BESC-2	cla	2015	3	90	19	diameter_at_breast_height	15.3	cm	cla_3_90_19	0	0
GW-9854	cla	2015	3	91	23	diameter_at_breast_height	11.200000000000001	cm	cla_3_91_23	0	0
BESC-102	cla	2015	3	92	22	diameter_at_breast_height	17.6	cm	cla_3_92_22	0	0
BESC-192	cla	2015	3	93	8	diameter_at_breast_height	16.5	cm	cla_3_93_8	0	0
BESC-133	cla	2015	3	93	10	diameter_at_breast_height	20.700000000000003	cm	cla_3_93_10	0	0
BESC-144	cla	2015	3	101	4	diameter_at_breast_height	8.5	cm	cla_3_101_4	0	1
BESC-35	cla	2015	3	101	30	diameter_at_breast_height	7.4	cm	cla_3_101_30	0	1
BESC-131	cla	2015	3	102	32	diameter_at_breast_height	7.5	cm	cla_3_102_32	0	1
SLMC-28-2	cla	2015	3	102	21	diameter_at_breast_height	5.4	cm	cla_3_102_21	0	1
BESC-36	cla	2015	3	103	19	diameter_at_breast_height	3.3000000000000003	cm	cla_3_103_19	0	1
BESC-131	cla	2015	1	6	20	height	650	cm	cla_1_6_20	0	1
BESC-119	cla	2015	1	9	4	height	720	cm	cla_1_9_4	0	1
BESC-35	cla	2015	1	12	22	height	990	cm	cla_1_12_22	0	1
BESC-833	cla	2015	1	12	19	height	930.0000000000001	cm	cla_1_12_19	0	1
BESC-319	cla	2015	1	12	17	height	1019.9999999999999	cm	cla_1_12_17	0	1
BESC-876	cla	2015	1	12	16	height	1010	cm	cla_1_12_16	0	1
BESC-145	cla	2015	1	12	6	height	910	cm	cla_1_12_6	0	1
BESC-36	cla	2015	1	13	30	height	420	cm	cla_1_13_30	0	1
BESC-144	cla	2015	1	14	27	height	540	cm	cla_1_14_27	0	1
BESC-102	cla	2015	1	18	8	height	930.0000000000001	cm	cla_1_18_8	0	1
BESC-2	cla	2015	1	19	12	height	1019.9999999999999	cm	cla_1_19_12	0	1
BESC-131	cla	2016	1	6	20	diameter_at_breast_height	7.5	cm	cla_1_6_20	0	1
BESC-119	cla	2016	1	9	4	diameter_at_breast_height	10.3	cm	cla_1_9_4	0	1
BESC-35	cla	2016	1	12	22	diameter_at_breast_height	13.600000000000001	cm	cla_1_12_22	0	1
BESC-833	cla	2016	1	12	19	diameter_at_breast_height	13	cm	cla_1_12_19	0	1
BESC-319	cla	2016	1	12	17	diameter_at_breast_height	14	cm	cla_1_12_17	0	1
BESC-876	cla	2016	1	12	16	diameter_at_breast_height	14.100000000000001	cm	cla_1_12_16	0	1
BESC-145	cla	2016	1	12	6	diameter_at_breast_height	13.100000000000001	cm	cla_1_12_6	0	1
BESC-36	cla	2016	1	13	30	diameter_at_breast_height	6.5	cm	cla_1_13_30	0	1
BESC-144	cla	2016	1	14	27	diameter_at_breast_height	7.5	cm	cla_1_14_27	0	1
BESC-102	cla	2016	1	18	8	diameter_at_breast_height	12.600000000000001	cm	cla_1_18_8	0	1
BESC-2	cla	2016	1	19	12	diameter_at_breast_height	14.8	cm	cla_1_19_12	0	1
BESC-192	cla	2016	1	21	31	diameter_at_breast_height	22.5	cm	cla_1_21_31	0	0
GW-11026	cla	2016	1	22	26	diameter_at_breast_height	16.6	cm	cla_1_22_26	0	0
BESC-388	cla	2016	1	25	34	diameter_at_breast_height	15.5	cm	cla_1_25_34	0	0
SLMC-28-2	cla	2016	1	27	8	diameter_at_breast_height	15.5	cm	cla_1_27_8	0	0
BESC-351	cla	2016	1	27	10	diameter_at_breast_height	19.8	cm	cla_1_27_10	0	0
GW-9776	cla	2016	1	27	27	diameter_at_breast_height	20.900000000000002	cm	cla_1_27_27	0	0
BESC-133	cla	2016	1	28	16	diameter_at_breast_height	21.200000000000003	cm	cla_1_28_16	0	0
BESC-897	cla	2016	1	29	17	diameter_at_breast_height	23.8	cm	cla_1_29_17	0	0
GW-9768	cla	2016	1	32	10	diameter_at_breast_height	19.400000000000002	cm	cla_1_32_10	0	0
BESC-841	cla	2016	1	34	24	diameter_at_breast_height	17.400000000000002	cm	cla_1_34_24	0	0
BESC-265	cla	2016	1	35	9	diameter_at_breast_height	21.6	cm	cla_1_35_9	0	0
BESC-13	cla	2016	1	35	33	diameter_at_breast_height	11.4	cm	cla_1_35_33	0	0
GW-9854	cla	2016	1	35	34	diameter_at_breast_height	12.9	cm	cla_1_35_34	0	0
BESC-131	cla	2018	1	6	20	diameter_at_breast_height	11	cm	cla_1_6_20	0	1
BESC-119	cla	2018	1	9	4	diameter_at_breast_height	15.3	cm	cla_1_9_4	0	1
BESC-35	cla	2018	1	12	22	diameter_at_breast_height	19.200000000000003	cm	cla_1_12_22	0	1
BESC-833	cla	2018	1	12	19	diameter_at_breast_height	18.7	cm	cla_1_12_19	0	1
BESC-319	cla	2018	1	12	17	diameter_at_breast_height	19.8	cm	cla_1_12_17	0	1
BESC-876	cla	2018	1	12	16	diameter_at_breast_height	21.8	cm	cla_1_12_16	0	1
BESC-145	cla	2018	1	12	6	diameter_at_breast_height	19.400000000000002	cm	cla_1_12_6	0	1
BESC-36	cla	2018	1	13	30	diameter_at_breast_height	9.5	cm	cla_1_13_30	0	1
BESC-144	cla	2018	1	14	27	diameter_at_breast_height	10.8	cm	cla_1_14_27	0	1
BESC-102	cla	2018	1	18	8	diameter_at_breast_height	18.7	cm	cla_1_18_8	0	1
BESC-2	cla	2018	1	19	12	diameter_at_breast_height	19.5	cm	cla_1_19_12	0	1
BESC-192	cla	2018	1	21	31	diameter_at_breast_height	27.400000000000002	cm	cla_1_21_31	0	0
GW-11026	cla	2018	1	22	26	diameter_at_breast_height	17	cm	cla_1_22_26	0	0
BESC-388	cla	2018	1	25	34	diameter_at_breast_height	15	cm	cla_1_25_34	0	0
SLMC-28-2	cla	2018	1	27	8	diameter_at_breast_height	16.2	cm	cla_1_27_8	0	0
BESC-351	cla	2018	1	27	10	diameter_at_breast_height	21.700000000000003	cm	cla_1_27_10	0	0
GW-9776	cla	2018	1	27	27	diameter_at_breast_height	23.3	cm	cla_1_27_27	0	0
BESC-133	cla	2018	1	28	16	diameter_at_breast_height	23.400000000000002	cm	cla_1_28_16	0	0
BESC-897	cla	2018	1	29	17	diameter_at_breast_height	27.400000000000002	cm	cla_1_29_17	0	0
GW-9768	cla	2018	1	32	10	diameter_at_breast_height	20.6	cm	cla_1_32_10	0	0
BESC-841	cla	2018	1	34	24	diameter_at_breast_height	20.5	cm	cla_1_34_24	0	0
BESC-265	cla	2018	1	35	9	diameter_at_breast_height	24.3	cm	cla_1_35_9	0	0
BESC-13	cla	2018	1	35	33	diameter_at_breast_height	12.3	cm	cla_1_35_33	0	0
GW-9854	cla	2018	1	35	34	diameter_at_breast_height	13.9	cm	cla_1_35_34	0	0
BESC-35	cla	2018	2	36	14	diameter_at_breast_height	21.200000000000003	cm	cla_2_36_14	0	0
BESC-13	cla	2018	2	39	29	diameter_at_breast_height	21.700000000000003	cm	cla_2_39_29	0	0
BESC-897	cla	2018	2	40	15	diameter_at_breast_height	24.200000000000003	cm	cla_2_40_15	0	0
BESC-833	cla	2018	2	42	16	diameter_at_breast_height	26.3	cm	cla_2_42_16	0	0
BESC-36	cla	2018	2	42	9	diameter_at_breast_height	15.9	cm	cla_2_42_9	0	0
BESC-841	cla	2018	2	43	26	diameter_at_breast_height	19.200000000000003	cm	cla_2_43_26	0	0
GW-9768	cla	2018	2	44	3	diameter_at_breast_height	18.7	cm	cla_2_44_3	0	0
GW-11026	cla	2018	2	47	9	diameter_at_breast_height	15.3	cm	cla_2_47_9	0	0
BESC-319	cla	2018	2	50	22	diameter_at_breast_height	25.200000000000003	cm	cla_2_50_22	0	0
BESC-119	cla	2018	2	50	15	diameter_at_breast_height	18.2	cm	cla_2_50_15	0	0
GW-9776	cla	2018	2	50	9	diameter_at_breast_height	25.400000000000002	cm	cla_2_50_9	0	0
BESC-388	cla	2018	2	50	4	diameter_at_breast_height	19.200000000000003	cm	cla_2_50_4	0	0
BESC-144	cla	2018	2	51	29	diameter_at_breast_height	32.5	cm	cla_2_51_29	0	0
SLMC-28-2	cla	2018	2	52	25	diameter_at_breast_height	15.3	cm	cla_2_52_25	0	0
BESC-2	cla	2018	2	52	12	diameter_at_breast_height	18.1	cm	cla_2_52_12	0	0
BESC-876	cla	2018	2	53	30	diameter_at_breast_height	28.3	cm	cla_2_53_30	0	0
BESC-351	cla	2018	2	54	28	diameter_at_breast_height	17.2	cm	cla_2_54_28	0	0
GW-9854	cla	2018	2	55	27	diameter_at_breast_height	12.3	cm	cla_2_55_27	0	0
BESC-131	cla	2018	2	57	31	diameter_at_breast_height	22.1	cm	cla_2_57_31	0	0
BESC-102	cla	2018	2	61	21	diameter_at_breast_height	17.8	cm	cla_2_61_21	0	0
BESC-265	cla	2018	2	61	22	diameter_at_breast_height	24.6	cm	cla_2_61_22	0	0
BESC-133	cla	2018	2	62	7	diameter_at_breast_height	19.400000000000002	cm	cla_2_62_7	0	0
BESC-145	cla	2018	2	65	33	diameter_at_breast_height	22.700000000000003	cm	cla_2_65_33	0	0
BESC-192	cla	2018	2	67	4	diameter_at_breast_height	24.900000000000002	cm	cla_2_67_4	0	0
BESC-265	cla	2018	3	71	34	diameter_at_breast_height	21.400000000000002	cm	cla_3_71_34	0	0
BESC-833	cla	2018	3	77	6	diameter_at_breast_height	26.400000000000002	cm	cla_3_77_6	0	0
GW-11026	cla	2018	3	78	17	diameter_at_breast_height	13.200000000000001	cm	cla_3_78_17	0	0
BESC-897	cla	2018	3	80	15	diameter_at_breast_height	17.400000000000002	cm	cla_3_80_15	0	0
BESC-841	cla	2018	3	83	30	diameter_at_breast_height	21.200000000000003	cm	cla_3_83_30	0	0
BESC-351	cla	2018	3	84	27	diameter_at_breast_height	21	cm	cla_3_84_27	0	0
BESC-319	cla	2018	3	84	20	diameter_at_breast_height	28	cm	cla_3_84_20	0	0
GW-9768	cla	2018	3	84	15	diameter_at_breast_height	23.700000000000003	cm	cla_3_84_15	0	0
BESC-13	cla	2018	3	85	26	diameter_at_breast_height	17.8	cm	cla_3_85_26	0	0
GW-9776	cla	2018	3	88	28	diameter_at_breast_height	23.700000000000003	cm	cla_3_88_28	0	0
BESC-388	cla	2018	3	88	3	diameter_at_breast_height	11.700000000000001	cm	cla_3_88_3	0	0
BESC-145	cla	2018	3	89	19	diameter_at_breast_height	25	cm	cla_3_89_19	0	0
BESC-2	cla	2018	3	90	19	diameter_at_breast_height	19.8	cm	cla_3_90_19	0	0
GW-9854	cla	2018	3	91	23	diameter_at_breast_height	13.600000000000001	cm	cla_3_91_23	0	0
BESC-102	cla	2018	3	92	22	diameter_at_breast_height	23.8	cm	cla_3_92_22	0	0
BESC-192	cla	2018	3	93	8	diameter_at_breast_height	25	cm	cla_3_93_8	0	0
BESC-133	cla	2018	3	93	10	diameter_at_breast_height	29	cm	cla_3_93_10	0	0
BESC-144	cla	2018	3	101	4	diameter_at_breast_height	21.400000000000002	cm	cla_3_101_4	0	1
BESC-35	cla	2018	3	101	30	diameter_at_breast_height	15.9	cm	cla_3_101_30	0	1
BESC-131	cla	2018	3	102	32	diameter_at_breast_height	19.900000000000002	cm	cla_3_102_32	0	1
SLMC-28-2	cla	2018	3	102	21	diameter_at_breast_height	11.200000000000001	cm	cla_3_102_21	0	1
BESC-36	cla	2018	3	103	19	diameter_at_breast_height	12.100000000000001	cm	cla_3_103_19	0	1
BESC-131	cla	2019	1	6	20	diameter_at_breast_height	11.600000000000001	cm	cla_1_6_20	0	1
BESC-119	cla	2019	1	9	4	diameter_at_breast_height	16.8	cm	cla_1_9_4	0	1
BESC-35	cla	2019	1	12	22	diameter_at_breast_height	21.8	cm	cla_1_12_22	0	1
BESC-833	cla	2019	1	12	19	diameter_at_breast_height	20.3	cm	cla_1_12_19	0	1
BESC-319	cla	2019	1	12	17	diameter_at_breast_height	21	cm	cla_1_12_17	0	1
BESC-876	cla	2019	1	12	16	diameter_at_breast_height	24.5	cm	cla_1_12_16	0	1
BESC-145	cla	2019	1	12	6	diameter_at_breast_height	22	cm	cla_1_12_6	0	1
BESC-36	cla	2019	1	13	30	diameter_at_breast_height	10	cm	cla_1_13_30	0	1
BESC-144	cla	2019	1	14	27	diameter_at_breast_height	10.9	cm	cla_1_14_27	0	1
BESC-102	cla	2019	1	18	8	diameter_at_breast_height	20.700000000000003	cm	cla_1_18_8	0	1
BESC-2	cla	2019	1	19	12	diameter_at_breast_height	21.6	cm	cla_1_19_12	0	1
BESC-192	cla	2019	1	21	31	diameter_at_breast_height	28.8	cm	cla_1_21_31	0	0
GW-11026	cla	2019	1	22	26	diameter_at_breast_height	17.400000000000002	cm	cla_1_22_26	0	0
BESC-388	cla	2019	1	25	34	diameter_at_breast_height	16	cm	cla_1_25_34	0	0
SLMC-28-2	cla	2019	1	27	8	diameter_at_breast_height	16.400000000000002	cm	cla_1_27_8	0	0
BESC-351	cla	2019	1	27	10	diameter_at_breast_height	22.8	cm	cla_1_27_10	0	0
GW-9776	cla	2019	1	27	27	diameter_at_breast_height	24.3	cm	cla_1_27_27	0	0
BESC-133	cla	2019	1	28	16	diameter_at_breast_height	24.8	cm	cla_1_28_16	0	0
BESC-897	cla	2019	1	29	17	diameter_at_breast_height	27.700000000000003	cm	cla_1_29_17	0	0
GW-9768	cla	2019	1	32	10	diameter_at_breast_height	21.8	cm	cla_1_32_10	0	0
BESC-841	cla	2019	1	34	24	diameter_at_breast_height	22	cm	cla_1_34_24	0	0
BESC-265	cla	2019	1	35	9	diameter_at_breast_height	24.8	cm	cla_1_35_9	0	0
BESC-13	cla	2019	1	35	33	diameter_at_breast_height	12.600000000000001	cm	cla_1_35_33	0	0
GW-9854	cla	2019	1	35	34	diameter_at_breast_height	14.5	cm	cla_1_35_34	0	0
BESC-35	cla	2019	2	36	14	diameter_at_breast_height	21.700000000000003	cm	cla_2_36_14	0	0
BESC-13	cla	2019	2	39	29	diameter_at_breast_height	23	cm	cla_2_39_29	0	0
BESC-897	cla	2019	2	40	15	diameter_at_breast_height	26	cm	cla_2_40_15	0	0
BESC-833	cla	2019	2	42	16	diameter_at_breast_height	27.3	cm	cla_2_42_16	0	0
BESC-36	cla	2019	2	42	9	diameter_at_breast_height	17	cm	cla_2_42_9	0	0
BESC-841	cla	2019	2	43	26	diameter_at_breast_height	20.1	cm	cla_2_43_26	0	0
GW-9768	cla	2019	2	44	3	diameter_at_breast_height	19.900000000000002	cm	cla_2_44_3	0	0
GW-11026	cla	2019	2	47	9	diameter_at_breast_height	16.5	cm	cla_2_47_9	0	0
BESC-319	cla	2019	2	50	22	diameter_at_breast_height	26	cm	cla_2_50_22	0	0
BESC-119	cla	2019	2	50	15	diameter_at_breast_height	19.1	cm	cla_2_50_15	0	0
GW-9776	cla	2019	2	50	9	diameter_at_breast_height	26.900000000000002	cm	cla_2_50_9	0	0
BESC-388	cla	2019	2	50	4	diameter_at_breast_height	21.3	cm	cla_2_50_4	0	0
BESC-144	cla	2019	2	51	29	diameter_at_breast_height	33.7	cm	cla_2_51_29	0	0
SLMC-28-2	cla	2019	2	52	25	diameter_at_breast_height	15.9	cm	cla_2_52_25	0	0
BESC-2	cla	2019	2	52	12	diameter_at_breast_height	20	cm	cla_2_52_12	0	0
BESC-876	cla	2019	2	53	30	diameter_at_breast_height	30	cm	cla_2_53_30	0	0
BESC-351	cla	2019	2	54	28	diameter_at_breast_height	18.900000000000002	cm	cla_2_54_28	0	0
GW-9854	cla	2019	2	55	27	diameter_at_breast_height	13.3	cm	cla_2_55_27	0	0
BESC-131	cla	2019	2	57	31	diameter_at_breast_height	23.400000000000002	cm	cla_2_57_31	0	0
BESC-102	cla	2019	2	61	21	diameter_at_breast_height	18.3	cm	cla_2_61_21	0	0
BESC-265	cla	2019	2	61	22	diameter_at_breast_height	25.5	cm	cla_2_61_22	0	0
BESC-133	cla	2019	2	62	7	diameter_at_breast_height	20.3	cm	cla_2_62_7	0	0
BESC-145	cla	2019	2	65	33	diameter_at_breast_height	23.5	cm	cla_2_65_33	0	0
BESC-192	cla	2019	2	67	4	diameter_at_breast_height	25.6	cm	cla_2_67_4	0	0
BESC-265	cla	2019	3	71	34	diameter_at_breast_height	22	cm	cla_3_71_34	0	0
BESC-833	cla	2019	3	77	6	diameter_at_breast_height	27.1	cm	cla_3_77_6	0	0
GW-11026	cla	2019	3	78	17	diameter_at_breast_height	14	cm	cla_3_78_17	0	0
BESC-897	cla	2019	3	80	15	diameter_at_breast_height	18.900000000000002	cm	cla_3_80_15	0	0
BESC-841	cla	2019	3	83	30	diameter_at_breast_height	22.200000000000003	cm	cla_3_83_30	0	0
BESC-351	cla	2019	3	84	27	diameter_at_breast_height	22.3	cm	cla_3_84_27	0	0
BESC-319	cla	2019	3	84	20	diameter_at_breast_height	29.3	cm	cla_3_84_20	0	0
GW-9768	cla	2019	3	84	15	diameter_at_breast_height	25	cm	cla_3_84_15	0	0
BESC-13	cla	2019	3	85	26	diameter_at_breast_height	18.7	cm	cla_3_85_26	0	0
GW-9776	cla	2019	3	88	28	diameter_at_breast_height	25	cm	cla_3_88_28	0	0
BESC-388	cla	2019	3	88	3	diameter_at_breast_height	12.9	cm	cla_3_88_3	0	0
BESC-145	cla	2019	3	89	19	diameter_at_breast_height	26.400000000000002	cm	cla_3_89_19	0	0
BESC-2	cla	2019	3	90	19	diameter_at_breast_height	21.900000000000002	cm	cla_3_90_19	0	0
GW-9854	cla	2019	3	91	23	diameter_at_breast_height	14.5	cm	cla_3_91_23	0	0
BESC-102	cla	2019	3	92	22	diameter_at_breast_height	24.8	cm	cla_3_92_22	0	0
BESC-192	cla	2019	3	93	8	diameter_at_breast_height	25.900000000000002	cm	cla_3_93_8	0	0
BESC-133	cla	2019	3	93	10	diameter_at_breast_height	30	cm	cla_3_93_10	0	0
BESC-144	cla	2019	3	101	4	diameter_at_breast_height	22	cm	cla_3_101_4	0	1
BESC-35	cla	2019	3	101	30	diameter_at_breast_height	16.8	cm	cla_3_101_30	0	1
BESC-131	cla	2019	3	102	32	diameter_at_breast_height	20.6	cm	cla_3_102_32	0	1
SLMC-28-2	cla	2019	3	102	21	diameter_at_breast_height	11.9	cm	cla_3_102_21	0	1
BESC-36	cla	2019	3	103	19	diameter_at_breast_height	13.3	cm	cla_3_103_19	0	1
BESC-102	cla	2013	1	18	8	diameter_at_20_cm	2.5	cm	cla_1_18_8	0	1
BESC-119	cla	2013	1	9	4	diameter_at_20_cm	2.4000000000000004	cm	cla_1_9_4	0	1
BESC-131	cla	2013	1	6	20	diameter_at_20_cm	2.6	cm	cla_1_6_20	0	1
BESC-144	cla	2013	1	14	27	diameter_at_20_cm	2.1	cm	cla_1_14_27	0	1
BESC-145	cla	2013	1	12	6	diameter_at_20_cm	3	cm	cla_1_12_6	0	1
BESC-2	cla	2013	1	19	12	diameter_at_20_cm	2.8000000000000003	cm	cla_1_19_12	0	1
BESC-319	cla	2013	1	12	17	diameter_at_20_cm	3.4000000000000004	cm	cla_1_12_17	0	1
BESC-35	cla	2013	1	12	22	diameter_at_20_cm	3.3000000000000003	cm	cla_1_12_22	0	1
BESC-36	cla	2013	1	13	30	diameter_at_20_cm	2	cm	cla_1_13_30	0	1
BESC-833	cla	2013	1	12	19	diameter_at_20_cm	2.3000000000000003	cm	cla_1_12_19	0	1
BESC-876	cla	2013	1	12	16	diameter_at_20_cm	3.1	cm	cla_1_12_16	0	1
BESC-131	cla	2013	3	102	32	diameter_at_20_cm	3.3000000000000003	cm	cla_3_102_32	0	1
BESC-144	cla	2013	3	101	4	diameter_at_20_cm	3.3000000000000003	cm	cla_3_101_4	0	1
BESC-35	cla	2013	3	101	30	diameter_at_20_cm	2.2	cm	cla_3_101_30	0	1
BESC-36	cla	2013	3	103	19	diameter_at_20_cm	2.2	cm	cla_3_103_19	0	1
SLMC-28-2	cla	2013	3	102	21	diameter_at_20_cm	2.8000000000000003	cm	cla_3_102_21	0	1
