ord,tree,genotype,block,Depth,latitude,longitude,cop_id,height,dbh,agb,root_CN,Lig,BD,Sand,Clay,Silt,SiCl,pH_soil,CEC,base_sat,POMC,MAOMC,TotC,TotC_30,POMC_st,MAOMC_st,TotC_st,TotC_st_30,POM_CN,MAOM_CN,soil_CN,C_chk_rel,C_chk_id,Al_ppm_root,Al_ppm_soil,Al_ppm_diff,B_ppm_root,Cu_ppm_root,Cu_ppm_soil,Cu_ppm_diff,Fe_ppm_root,Fe_ppm_soil,Fe_ppm_diff,Mn_ppm_root,Mn_ppm_soil,Mn_ppm_diff,Na_ppm_root,Na_ppm_soil,Na_ppm_diff,Ni_ppm_root,Ni_ppm_soil,Ni_ppm_diff,Zn_ppm_root,Zn_ppm_soil,Zn_ppm_diff,pCa_root,pCa_soil,pCa_diff,pK_root,pK_soil,pK_diff,pMg_root,pMg_soil,pMg_diff,pP_root,Cr_ppm,pPOM,pP_soil,pP_diff,pS_root
23,BESC-2-1,BESC-2,1,15,46.121414,-123.268897,Coppiced,1020,21.6,5.768482458368036,52.081592039801,20.49,0.8052763819095479,0,40.48036027020265,60.845634225669244,101.3259944958719,5.16,26.400436673913,65.9633508680592,3.75,21.9,26.817710080047025,28.905938064902564,4.529679648241207,26.453329145728645,32.39350281653922,66.69898971046833,20.833333333333336,10.528846153846153,11.509746815470823,-4.354249772115438,Good,1409.22,1.08865,1408.13135,10.526,19.087,3.9695,15.1175,1682.21,380.28875,1301.92125,136.395,105.1526,31.242400000000004,207.878,37.99765,169.88035,4.405,2.4871,1.9179000000000004,71.467,7.0892,64.3778,0.9053,0.26960446,0.63569554,0.80489,0.03304366,0.77184634,0.09844,0.03506291,0.06337709,0.10703,16.273,13.98329681694219,0.013679225,0.093350775,0.13197
24,BESC-2-2,BESC-2,2,15,46.121371999999994,-123.270208,Non-coppiced,1140,20,4.784714265722171,64.65822784810126,31.89,0.6718389243514872,0.5737091544026072,47.04415066101272,52.38214018458467,99.42629084559739,4.92,31.2624743302676,53.6927248717997,7.21,60.53,89.29898836522261,79.74895182333769,7.265937966861334,60.999615136493276,89.99180443345068,151.77131006974025,18.025,14.872235872235871,16.08990781355362,-24.142477714359796,Good,2238.6,3.81445,2234.78555,8.226,21.451,5.72705,15.72395,1955.62,452.6919,1502.9280999999999,94.165,46.8054,47.35960000000001,305.085,56.44055,248.64444999999998,6.597,2.88515,3.7118500000000005,40.296,5.4392,34.8568,0.69846,0.26000675500000003,0.43845324499999994,0.36523,0.01020716,0.35502284,0.08032,0.03933865,0.04098135,0.07925,8.535,8.073999640972334,0.013437295,0.065812705,0.1239
25,BESC-2-3,BESC-2,3,15,46.121147,-123.271692,Non-coppiced,720,21.9,5.9520513769977725,54.21001088139282,35.45,0.9801711258997692,2.065190345857175,39.014680268723566,58.92012938541926,97.93480965414282,5.46,27.4397106675028,76.3351586367475,5.47,20.86,32.38971505766494,27.574746336563233,8.042304088007606,30.669554529403776,47.62119521346622,80.5867561261377,22.791666666666668,10.12621359223301,11.996190762098122,-18.708763096175876,Good,2569.7,0.25205,2569.4479499999998,12.707,31.126,5.06545,26.06055,4110.27,268.8351,3841.4349,230.729,125.9529,104.77610000000001,224.009,54.54845,169.46054999999998,7.622,2.5275,5.0945,70.435,10.87565,59.55935,0.63535,0.322278795,0.31307120499999996,0.423,0.01561754,0.40738246,0.12245,0.05033508,0.07211492,0.08875,32.74,16.88807694128059,0.01843115,0.07031884999999999,0.12044
26,BESC-265-1,BESC-265,1,15,46.121489,-123.269519,Non-coppiced,1210,24.8,8.027528780456063,41.987363100252736,31.41,0.6420277060980579,6.693306693306695,47.9020979020979,45.404595404595405,93.3066933066933,4.89,29.3530858606466,47.8011406611867,7.22,50.18,75.24718665831222,69.5934497512345,6.953160057041967,48.32542543800082,72.46616796085287,138.60443361344014,18.049999999999997,14.056022408963585,14.812438318565393,-23.718078310826414,Good,2806.47,5.3622,2801.1077999999998,11.236,40.085,4.4534,35.6316,2069.76,276.26365,1793.4963500000003,162.007,49.0807,112.9263,144.68,332.1693,-187.48930000000001,9.532,3.45115,6.08085,64.364,7.5318,56.83220000000001,0.672,0.1999125,0.47208750000000005,0.29028,0.014473634999999999,0.275806365,0.09897,0.02664182,0.07232818,0.09777,25.289,9.595043111425666,0.01991716,0.07785283999999999,0.11072
27,BESC-265-2,BESC-265,2,15,46.121117,-123.270567,Non-coppiced,1170,25.5,8.583427774080539,44.71649484536083,34.19,0.5788401466793427,4.837509302902504,42.619697345571815,52.54279335152568,95.1624906970975,5.01,28.4006990412486,62.367503755886,9.85,52.5,76.51523660706312,69.7182872348792,8.552363167187288,45.58366155099824,66.43513617125554,120.00554904644228,21.413043478260867,14.305177111716622,15.426458993359496,-18.51296190823714,Good,2625.35,2.57375,2622.77625,9.182,45.281,5.8132,39.4678,1547.46,416.40375,1131.05625,135.526,65.949700000000007,69.5763,166.905,140.18245,26.722550000000012,5.222,2.8836,2.3384000000000005,64.897,7.8089,57.088100000000004,0.7063,0.26692815999999997,0.43937184000000007,0.39994,0.01064382,0.38929618,0.10644,0.0418079,0.0646321,0.10637,20.253,12.873253010486996,0.01718592,0.08918408,0.11034
28,BESC-265-3,BESC-265,3,15,46.120758,-123.270978,Non-coppiced,1050,22,6.017638737369683,63.88407643312102,34.57,0.6845715061795464,7.5018568952711036,45.01114137162664,47.487001733102254,92.4981431047289,5.28,28.744822729097,65.6069682767859,14.86,52.81,73.285039912285,63.03998053035876,15.25909887274209,54.22833186201277,75.25327522977167,129.49822973201262,23.587301587301585,14.38964577656676,15.36374002353983,-7.661918338320686,Good,3091.73,1.0097,3090.7203,11.575,18.271,5.4927,12.778300000000002,3110.47,279.7634,2830.7066,473.414,73.62075,399.79325,220.902,417.53295,-196.63095000000004,7.345,2.82195,4.52305,86.379,8.71705,77.66195,0.69317,0.26589268499999996,0.427277315,0.3694,0.010629635,0.358770365,0.11132,0.041712685,0.069607315,0.06852,75.51,20.27698970729355,0.02608988,0.04243012,0.09138
29,BESC-319-1,BESC-319,1,15,46.121264,-123.268642,Coppiced,1020,21,5.591287368481118,59.58899297423888,31.78,1.0758182805921501,0,41.61073825503357,61.12176414189835,102.73250239693192,5.04,25.571086171126,55.4546258857708,6.22,27.51,44.825248805058244,33.72270020907913,10.03738455792476,44.39364134863508,72.33573314485965,94.37192084009257,20.064516129032256,11.137651821862349,13.183896707370069,-24.752230273858984,Good,2850.39,1.4201,2848.9699,11.883,35.091,4.3992000000000004,30.6918,3968.24,259.429,3708.8109999999997,291.065,77.99175,213.07325,140.612,32.8827,107.7293,10.422,1.91255,8.509450000000001,48.867,4.9465,43.9205,0.54645,0.21735390999999998,0.32909609,0.41591,0.03252716,0.38338284,0.09839,0.028027879999999998,0.07036212,0.08706,76.313,13.876108143984494,0.013448665,0.073611335,0.10333
30,BESC-319-2,BESC-319,2,15,46.121092,-123.270156,Non-coppiced,1150,26,8.993872811055247,61.025791324736225,34.77,0.6798519625152791,6.786427145708586,44.11177644710579,49.101796407185624,93.21357285429141,4.91,25.770979150223,58.8422700659854,11.57,53.28,78.18079147764942,62.87692332725574,11.79883080945267,54.333768844221105,79.72704677561666,138.59096942942625,21.425925925925924,14.058047493403695,15.063736315539385,-17.05123627644583,Good,2343.77,2.55075,2341.21925,9.31,34.48,6.15245,28.327549999999995,1841.48,299.43445,1542.04555,168.802,60.1052,108.6968,215.116,64.6631,150.4529,5.214,2.86435,2.3496500000000005,64.631,5.52135,59.10965,0.5071,0.23745731500000003,0.269642685,0.41297,0.009279575,0.403690425,0.10251,0.033267380000000006,0.06924262,0.08883,29.421,14.79903155407127,0.011561279999999998,0.07726872000000001,0.1004
31,BESC-319-3,BESC-319,3,15,46.121122,-123.27145,Non-coppiced,1020,29.3,11.988874494686211,52.25940996948118,28.95,0.9502920005432569,0,38.73961895456767,64.72887151929652,103.4684904738642,5.42,28.3897471348941,71.0132254405136,8.5,22.26,41.56360858423375,31.973380372381456,12.116223006926527,31.730249898139352,59.246347126962554,88.75185948605531,24.28571428571429,10.6,13.900872436198574,-25.992951411663185,Good,3037.09,0.2048,3036.8852,11.679,23.364,4.8552,18.5088,3537.9,245.60105,3292.2989500000003,139.059,140.30835,-1.2493499999999926,163.344,54.7969,108.5471,8.258,2.7875,5.4704999999999995,57.145,10.85,46.295,0.52533,0.31234270999999997,0.21298729,0.47386,0.011410415,0.462449585,0.12793,0.04815021,0.07977978999999999,0.10031,86.747,20.450582347232213,0.015000729999999999,0.08530926999999999,0.11591
32,BESC-35-1,BESC-35,1,15,46.121111,-123.268669,Coppiced,990,21.8,6.375579976230611,47.871001031991746,27.99,1.007673502648377,0,44.650000000000006,62,106.65,4.94,28.4860896831104,51.219966816861,5.89,25.25,37.622423717028084,39.454069813117066,8.90279539589841,38.16563391280728,56.86667922758859,93.2867984045545,24.541666666666668,12.5,13.986031121571775,-17.230212933076157,Good,6626.76,2.23925,6624.520750000001,14.927,38.961,4.66005,34.30095,5228.64,271.87035,4956.76965,131.543,65.88785,65.65515,201.234,34.00115,167.23285,11.19,1.9965,9.1935,52.109,4.17175,47.93725,0.77616,0.23074766500000002,0.545412335,0.3106,0.03299194,0.27760806,0.1634,0.02471285,0.13868714999999998,0.10313,98.307,15.655557027109229,0.014765535,0.088364465,0.11088
33,BESC-35-2,BESC-35,2,15,46.121308,-123.269583,Non-coppiced,1380,21.700000000000003,5.822134617410372,75.68413391557496,25.11,0.875526280048893,0.3500000000000085,42.15000000000001,57.49999999999998,99.64999999999999,4.97,26.1885606627648,57.6040770511447,16.62,45.01,74.97640785053395,64.98827126122639,21.826870161618903,59.11115679750101,98.46572318520991,162.928544046272,23.742857142857147,13.435820895522387,15.652694749589548,-17.800809925623696,Good,2911.85,2.79375,2909.05625,9.702,20.017,6.2514,13.7656,2331.5,339.73595,1991.76405,493.506,58.4326,435.0734,341.044,37.5674,303.47659999999996,10.339,3.2781,7.0609,56.918,6.2528,50.6652,0.81812,0.235766855,0.5823531449999999,0.60565,0.018320925,0.587329075,0.0993,0.031970785,0.067329215,0.11379,32.017,22.16697288716752,0.012336375,0.101453625,0.10822
34,BESC-35-3,BESC-35,3,15,46.120867,-123.272158,Coppiced,670,16.8,3.3248689739301645,65.9560585885486,29.75,0.9527706098057857,18.35000000000001,29.65000000000001,51.999999999999986,81.64999999999999,5.06,26.5090274685061,67.1044137309069,11.15,43.8,70.6466397540043,64.3263985360328,15.935088449001764,62.59702906424012,100.96506305872849,161.71475747676462,24.77777777777778,13.476923076923075,15.425030513974733,-22.218522789846638,Good,3240.2,1.3599,3238.8401,12.168,17.543,5.56945,11.97355,2262.04,315.08195,1946.95805,300.403,51.3125,249.09050000000002,424.382,42.7236,381.65840000000003,6.815,2.5639,4.251100000000001,46.126,6.40555,39.72045,1.022,0.279305555,0.742694445,0.59725,0.027344164999999997,0.5699058349999999,0.11865,0.03523875,0.08341125,0.09334,15.394,15.782774720531576,0.01422903,0.07911097,0.11451
35,BESC-351-1,BESC-351,1,15,46.121478,-123.269219,Non-coppiced,1010,22.8,6.557535154845345,57.44683257918552,28.47,0.8892435148716555,0,42.87496880459196,57.84876466184177,100.72373346643373,4.96,28.447660777592,53.5415438783269,7.48,38.86,56.69479908361677,41.19942146657265,9.977312236859976,51.834004481868796,75.62322361808654,108.85141185657629,18.7,12.867549668874172,13.895784089121756,-18.264107556576594,Good,2856.43,2.9156,2853.5144,8.925,32.135,5.0758,27.059199999999997,2091.05,331.65025,1759.39975,65.895,48.44415,17.450849999999996,200.508,38.1689,162.3391,5.572,2.64495,2.92705,52.205,5.508,46.696999999999996,0.60477,0.23788697000000003,0.36688303,0.3806,0.020776464999999997,0.35982353499999997,0.08661,0.031659440000000004,0.05495056,0.11079,31.636,13.193450053448577,0.010964495,0.099825505,0.09652
36,BESC-351-2,BESC-351,2,15,46.120914,-123.270319,Non-coppiced,1210,18.9,4.175968585964567,53.50692225772099,33.32,0.7734619041151706,1.3039117352056167,47.291875626880646,51.40421263791374,98.69608826479438,5.04,27.1076016566332,60.4538087294166,7.21,40.72,56.3634724480018,50.53331396939945,8.36499049300557,47.24305310335462,65.39249808326164,119.30542759568866,21.205882352941174,12.529230769230768,13.848519028993069,-14.962655921851006,Good,3245.34,2.1024,3243.2376,8.838,56.298,5.9495,50.3485,2821.77,244.3575,2577.4125,205.479,78.89765,126.58135000000001,165.899,57.2824,108.6166,6.901,2.772,4.129,48.775,6.8394,41.9356,0.54336,0.25728368,0.28607631999999994,0.27304,0.00960764,0.26343236000000003,0.08913,0.036335879999999994,0.05279412000000001,0.09487,75.371,12.791972685237935,0.014949350000000002,0.07992065,0.09446
37,BESC-351-3,BESC-351,3,15,46.120925,-123.271481,Non-coppiced,1110,22.3,6.216926044674814,49.370070778564205,31.86,1.004210240391145,5.865030674846622,43.82822085889571,50.306748466257666,94.13496932515338,5.19,25.8855127491639,69.1778174250857,4.02,26.64,41.03799033395677,41.03799033395677,6.055387749558604,40.128241206030154,61.81615520764832,111.76902609832979,18.27272727272727,10.741935483870968,12.250146368345302,-25.288739164621155,Good,2712.15,0.77985,2711.37015,10.863,18.235,5.57995,12.65505,2432.93,246.53555,2186.39445,109.04,118.9721,-9.932099999999991,212.141,46.09265,166.04835,7.929,2.5406,5.388400000000001,56.638,7.2754,49.3626,0.64538,0.28137056,0.36400943999999996,0.49897,0.016017765,0.482952235,0.12024,0.03872868,0.08151132,0.09391,41.651,9.79580132283832,0.012894925,0.08101507499999999,0.10464
38,BESC-36-1,BESC-36,1,15,46.120917,-123.268703,Coppiced,870,10,1.7535654320681315,59.70504385964912,34.52,0.9005840010865137,0,30.900000000000006,71.25,102.15,5.02,28.0822433807135,56.938440294606,3.48,23.64,31.5,31.06580549484858,4.701048485671602,31.934708678527777,42.55259405133777,81.08415727285075,18.31578947368421,11.046728971962617,12.209302325581394,-13.9047619047619,Good,1442.07,1.72905,1440.34095,12.004,21.823,5.84595,15.97705,1215.24,382.61485,832.6251500000001,205.314,124.52615,80.78784999999999,195.649,43.8372,151.8118,4.703,2.26165,2.4413500000000004,69.333,5.1962,64.1368,0.68878,0.24989971,0.43888028999999995,0.63289,0.019029505,0.613860495,0.08996,0.033792880000000004,0.056167119999999994,0.12333,13.223,11.047619047619047,0.01387965,0.10945035,0.13921
39,BESC-36-2,BESC-36,2,15,46.121453,-123.269806,Non-coppiced,1000,17,3.2364822790102314,53.37657308809293,31.7,0.7119041151704469,11.599999999999994,42.15000000000001,46.24999999999999,88.4,4.98,28.3101248520067,56.1324435518351,7.11,53.12,72.1,69.63800900595554,7.592457388292817,56.72451989678122,76.99243005568383,146.49943637104442,19.216216216216218,14.356756756756756,14.896694214876034,-16.463245492371705,Good,2447.6,2.3814,2445.2185999999997,9.614,38.17,5.99,32.18,1445.56,403.33,1042.23,239.619,44.5143,195.1047,133.533,43.41715,90.11585,7.238,3.33145,3.9065500000000006,66.373,5.74145,60.631550000000004,0.68751,0.250724285,0.43678571499999996,0.32677,0.012828285,0.313941715,0.08925,0.034047,0.055202999999999995,0.10746,20.717,9.86130374479889,0.011878715,0.095581285,0.11933
40,BESC-36-3,BESC-36,3,15,46.121169,-123.272242,Coppiced,410,13.3,1.815276204140302,51.13489736070382,30.92,0.876341165285889,0,45.150000000000006,56.499999999999986,101.64999999999999,5.3,26.0354141767001,63.6433669318345,5.57,34.66,45.199999999999996,37.59178585277949,7.321830435963603,45.56097718321337,59.415931006383275,83.93248166508218,20.62962962962963,12.076655052264806,12.768361581920903,-10.995575221238935,Good,3779.43,1.17245,3778.25755,12.157,26.287,5.38675,20.90025,3151.21,279.6616,2871.5484,167.24,87.25,79.99000000000001,180.635,44.70995,135.92505,7.789,2.3315,5.4575,72.731,7.25,65.481,0.76524,0.25466989,0.51057011,0.44326,0.024557595,0.418702405,0.13403,0.03614696,0.09788304,0.09455,49.959,12.323008849557523,0.014854835,0.079695165,0.11979
41,BESC-388-1,BESC-388,1,15,46.120803,-123.269183,Non-coppiced,760,16,2.797299523364383,52.32962588473205,25.61,0.8226606002987913,0,30.900000000000006,70.75,101.65,4.91,31.7775147583612,51.2869583486638,5.4,24.11,23.5,23.01977946539666,6.663550862420209,29.751520609805784,28.998786160532394,54.65048214043189,22.500000000000004,10.574561403508772,10.262008733624453,25.57446808510637,Good,3436.82,2.059,3434.761,13.709,22.013,5.60785,16.405150000000003,4917.81,280.45345,4637.35655,282.552,64.0674,218.4846,186.344,46.92155,139.42245,6.76,2.1483,4.6117,67.156,6.91175,60.24425000000001,0.59143,0.25241054,0.33901946,0.36167,0.017127205,0.344542795,0.12414,0.036408335,0.087731665,0.12531,74.007,22.978723404255323,0.015234805,0.110075195,0.1164
42,BESC-388-2,BESC-388,2,15,46.121594,-123.270133,Non-coppiced,1020,21.3,5.567311085529374,47.802594995366086,42.21,0.7586921091946217,0,42.15000000000001,57.99999999999999,100.15,4.89,26.2640424303233,51.2605569612521,7.26,59.11,86.19999999999999,79.9019693654267,8.26215706912943,67.26943586174113,98.09888971886458,152.4979492054869,18.15,15.079081632653061,15.87476979742173,-23.004640371229684,Good,4646.16,4.33495,4641.8250499999995,10.669,34.548,5.3733,29.1747,2631.72,408.3887,2223.3313,98.284,35.1507,63.133300000000006,423.007,50.5959,372.41110000000003,9.157,2.7791,6.3779,55.968,3.89895,52.069050000000004,0.60275,0.21822774,0.38452226,0.35689,0.00664041,0.35024959,0.13057,0.0259375,0.10463249999999999,0.11988,29.308,8.422273781902554,0.011621575,0.108258425,0.12113
43,BESC-388-3,BESC-388,3,15,46.121583,-123.271586,Non-coppiced,660,12.9,1.666295038495113,52.38555442522889,41.49,0.9994227896237948,0,28.40000000000001,73.75,102.15,5.49,27.2382641220736,72.1552446734164,3.43,24.18,34,30.81578947368421,5.142030252614425,36.24906457965504,50.97056227081354,84.747606274616345,19.055555555555557,10.794642857142856,11.92982456140351,-18.794117647058826,Good,2667.24,0.0591,2667.1809,10.475,25.571,4.92315,20.647850000000002,1715.43,249.11125,1466.3187500000001,89.345,113.1743,-23.829300000000003,147.287,43.34405,103.94295,8.194,2.5642,5.629800000000001,62.991,8.0734,54.9176,0.72015,0.31217316500000003,0.4079768349999999,0.11766,0.01864977,0.09901023,0.08612,0.040542315,0.045577685,0.07906,17.157,10.088235294117649,0.017336925,0.061723075,0.10846
44,BESC-833-1,BESC-833,1,15,46.121203,-123.26865599999999,Coppiced,930,20.3,5.483289489268364,70.67358229598894,30.3,0.6940785006111639,4.1000000000000085,40.900000000000006,54.999999999999986,95.89999999999999,5.02,24.8618575981048,64.4789374038037,4.81,25.6,37.81576332181844,23.919337790798675,5.007776381909547,26.652614423468698,39.37066245881159,58.437999142228676,20.041666666666664,10.80168776371308,12.398610925186372,-19.583799641419795,Good,2768.07,2.1395,2765.9305,10.682,31.822,6.35585,25.46615,2744.8,375.95025,2368.8497500000003,317.967,40.15945,277.80755,237.47,69.051,168.41899999999998,6.838,3.10205,3.73595,61.074,4.11605,56.95795,0.65167,0.251336735,0.400333265,0.36634,0.01080408,0.35553592,0.09019,0.034638905,0.05555109500000001,0.07921,51.817,12.719563424030609,0.014497195,0.064712805,0.0916
45,BESC-833-2,BESC-833,2,15,46.121244,-123.269833,Non-coppiced,1170,27.3,10.113875436415775,86.41029641185648,33.38,0.8356308569876411,0.6458022851465444,37.704918032786885,61.64927968206657,99.35419771485346,5.22,22.9640935738573,69.6089724702,5.69,39.78,59.37590368471132,53.618619769240524,7.132109364389517,49.862093236452544,74.42450592070644,163.49382549153353,19.620689655172416,13.172185430463577,14.411627107939637,-23.420112910705804,Good,1052.21,1.7207,1050.4893,7.996,21.093,5.4385,15.654499999999999,799.276,344.8508,454.42519999999996,137.561,59.8351,77.72590000000001,224.122,35.767,188.35500000000002,3.344,1.9882,1.3558,44.741,3.6204,41.120599999999996,0.66673,0.234325915,0.43240408500000005,0.3747,0.038025915,0.33667408499999996,0.08438,0.0376589,0.046721099999999995,0.092,15.842,9.583012041743654,0.018775129999999998,0.07322487,0.08633
